,year,month,sales,iso_alpha
1848,2016,7,9457,UZB
1911,2016,8,8535,UZB
1969,2016,9,12501,UZB
2030,2016,10,11335,UZB
2091,2016,11,12130,UZB
2148,2016,12,14480,UZB
2216,2017,1,8211,UZB
2277,2017,2,10501,UZB
2341,2017,3,11071,UZB
2405,2017,4,9147,UZB
2471,2017,5,8377,UZB
2531,2017,6,10524,UZB
2592,2017,7,10382,UZB
2654,2017,8,10232,UZB
2721,2017,9,7012,UZB
2782,2017,10,8531,UZB
2841,2017,11,9798,UZB
2895,2017,12,15093,UZB
2965,2018,1,9134,UZB
3026,2018,2,11046,UZB
3090,2018,3,11738,UZB
3146,2018,4,14999,UZB
3208,2018,5,16046,UZB
3274,2018,6,13124,UZB
3332,2018,7,15159,UZB
3392,2018,8,17005,UZB
3450,2018,9,17797,UZB
3508,2018,10,23965,UZB
3571,2018,11,22790,UZB
3627,2018,12,30877,UZB
3701,2019,1,16626,UZB
3756,2019,2,22803,UZB
3827,2019,3,19301,UZB
3882,2019,4,22737,UZB
3949,2019,5,20985,UZB
4012,2019,6,19522,UZB
4066,2019,7,25474,UZB
4125,2019,8,27706,UZB
4202,2019,9,11492,UZB
4247,2019,10,29666,UZB
4308,2019,11,36124,UZB
4384,2019,12,15518,UZB
4439,2020,1,18616,UZB
4493,2020,2,27395,UZB
4553,2020,3,25215,UZB
4605,2020,4,18915,UZB
4669,2020,5,26626,UZB
4741,2020,6,23551,UZB
4801,2020,7,24214,UZB
4863,2020,8,25791,UZB
4929,2020,9,23329,UZB
4993,2020,10,22344,UZB
5057,2020,11,19643,UZB
5121,2020,12,20412,UZB
5196,2021,1,5953,UZB
5249,2021,2,11994,UZB
5305,2021,3,19455,UZB
5361,2021,4,19089,UZB
5426,2021,5,16171,UZB
5483,2021,6,20397,UZB
58,2014,1,722,VEN
117,2014,2,817,VEN
176,2014,3,1674,VEN
235,2014,4,1297,VEN
292,2014,5,2637,VEN
352,2014,6,1089,VEN
410,2014,7,1585,VEN
468,2014,8,1681,VEN
527,2014,9,1917,VEN
586,2014,10,2221,VEN
643,2014,11,2793,VEN
698,2014,12,5274,VEN
765,2015,1,683,VEN
826,2015,2,1304,VEN
883,2015,3,3832,VEN
947,2015,4,1732,VEN
1008,2015,5,1537,VEN
1069,2015,6,1884,VEN
1130,2015,7,1446,VEN
1191,2015,8,1167,VEN
1253,2015,9,621,VEN
1314,2015,10,613,VEN
1374,2015,11,1296,VEN
1434,2015,12,1470,VEN
1498,2016,1,387,VEN
1558,2016,2,325,VEN
1620,2016,3,217,VEN
1681,2016,4,279,VEN
1742,2016,5,253,VEN
1803,2016,6,243,VEN
1864,2016,7,193,VEN
1925,2016,8,194,VEN
1986,2016,9,271,VEN
2047,2016,10,235,VEN
2108,2016,11,236,VEN
2169,2016,12,175,VEN
2232,2017,1,157,VEN
2295,2017,2,215,VEN
2358,2017,3,293,VEN
2421,2017,4,224,VEN
2484,2017,5,279,VEN
45,2014,1,8847,VNM
106,2014,2,5839,VNM
163,2014,3,9139,VNM
220,2014,4,9860,VNM
280,2014,5,9565,VNM
338,2014,6,10529,VNM
395,2014,7,10922,VNM
453,2014,8,10726,VNM
512,2014,9,12683,VNM
571,2014,10,13058,VNM
629,2014,11,13471,VNM
683,2014,12,16286,VNM
745,2015,1,16027,VNM
810,2015,2,9453,VNM
870,2015,3,14884,VNM
928,2015,4,16316,VNM
989,2015,5,16607,VNM
1052,2015,6,17113,VNM
1111,2015,7,17463,VNM
1170,2015,8,15698,VNM
1229,2015,9,18880,VNM
1293,2015,10,18724,VNM
1351,2015,11,20491,VNM
1409,2015,12,23473,VNM
1473,2016,1,21738,VNM
1540,2016,2,10935,VNM
1595,2016,3,22952,VNM
1656,2016,4,22566,VNM
1718,2016,5,22076,VNM
1779,2016,6,21444,VNM
1838,2016,7,23818,VNM
1900,2016,8,20259,VNM
1957,2016,9,23776,VNM
2019,2016,10,24091,VNM
2078,2016,11,25812,VNM
2140,2016,12,27651,VNM
2207,2017,1,19461,VNM
2272,2017,2,17071,VNM
2333,2017,3,22484,VNM
2393,2017,4,20864,VNM
2457,2017,5,21448,VNM
2520,2017,6,22534,VNM
2584,2017,7,19141,VNM
2643,2017,8,20476,VNM
2706,2017,9,18957,VNM
2768,2017,10,19924,VNM
2829,2017,11,21488,VNM
2888,2017,12,23136,VNM
2951,2018,1,25335,VNM
3022,2018,2,12215,VNM
3080,2018,3,20845,VNM
3139,2018,4,20506,VNM
3202,2018,5,22070,VNM
3265,2018,6,21231,VNM
3326,2018,7,19824,VNM
3387,2018,8,19094,VNM
3441,2018,9,23799,VNM
3503,2018,10,27950,VNM
3567,2018,11,29250,VNM
3628,2018,12,30743,VNM
3690,2019,1,31683,VNM
3768,2019,2,11393,VNM
3817,2019,3,29959,VNM
3884,2019,4,20003,VNM
3942,2019,5,26080,VNM
4004,2019,6,26097,VNM
4065,2019,7,25684,VNM
4131,2019,8,20299,VNM
4188,2019,9,26979,VNM
4252,2019,10,27295,VNM
4310,2019,11,27942,VNM
4374,2019,12,31256,VNM
4445,2020,1,15007,VNM
4504,2020,2,16454,VNM
4558,2020,3,18108,VNM
4612,2020,4,10676,VNM
4676,2020,5,18258,VNM
4742,2020,6,22837,VNM
4804,2020,7,23009,VNM
4867,2020,8,19273,VNM
4927,2020,9,26406,VNM
4987,2020,10,31065,VNM
5046,2020,11,34278,VNM
5106,2020,12,43860,VNM
5177,2021,1,24196,VNM
5246,2021,2,12913,VNM
5295,2021,3,29271,VNM
5353,2021,4,26351,VNM
5418,2021,5,22094,VNM
5482,2021,6,20487,VNM
5545,2021,7,14446,VNM
5608,2021,8,7701,VNM
5659,2021,9,12275,VNM
5700,2021,10,27073,VNM
5754,2021,11,36383,VNM
5808,2021,12,43473,VNM
5873,2022,1,29641,VNM
5934,2022,2,21056,VNM
5985,2022,3,34947,VNM
6039,2022,4,38048,VNM
6096,2022,5,39412,VNM
6168,2022,6,22016,VNM
6219,2022,7,24419,VNM
6275,2022,8,26248,VNM
6332,2022,9,28725,VNM
6387,2022,10,31595,VNM
6444,2022,11,31176,VNM
6502,2022,12,30289,VNM
6565,2023,1,13992,VNM
6615,2023,2,20514,VNM
6673,2023,3,26237,VNM
6727,2023,4,20644,VNM
6787,2023,5,19249,VNM
6842,2023,6,21883,VNM
6892,2023,7,22852,VNM
6949,2023,8,20626,VNM
6999,2023,9,23969,VNM
21,2014,1,52948,ZAF
79,2014,2,51784,ZAF
139,2014,3,55440,ZAF
200,2014,4,46015,ZAF
258,2014,5,49449,ZAF
315,2014,6,52785,ZAF
375,2014,7,57630,ZAF
432,2014,8,55696,ZAF
491,2014,9,60817,ZAF
549,2014,10,59379,ZAF
610,2014,11,51096,ZAF
668,2014,12,51459,ZAF
728,2015,1,52228,ZAF
787,2015,2,52385,ZAF
850,2015,3,55389,ZAF
913,2015,4,44469,ZAF
971,2015,5,47832,ZAF
1034,2015,6,50250,ZAF
1093,2015,7,54072,ZAF
1154,2015,8,51041,ZAF
1215,2015,9,55315,ZAF
1277,2015,10,54252,ZAF
1337,2015,11,51349,ZAF
1399,2015,12,49167,ZAF
1460,2016,1,48514,ZAF
1520,2016,2,48144,ZAF
1583,2016,3,47514,ZAF
1645,2016,4,40348,ZAF
1706,2016,5,42912,ZAF
1766,2016,6,44931,ZAF
1825,2016,7,44870,ZAF
1887,2016,8,46143,ZAF
1948,2016,9,47358,ZAF
2008,2016,10,48724,ZAF
2070,2016,11,46339,ZAF
2132,2016,12,41607,ZAF
2190,2017,1,50386,ZAF
2252,2017,2,48201,ZAF
2318,2017,3,48698,ZAF
2382,2017,4,35086,ZAF
2444,2017,5,41962,ZAF
2507,2017,6,45332,ZAF
2567,2017,7,46671,ZAF
2629,2017,8,49198,ZAF
2690,2017,9,50644,ZAF
2753,2017,10,51022,ZAF
2814,2017,11,49750,ZAF
2880,2017,12,40841,ZAF
2940,2018,1,45777,ZAF
3001,2018,2,46262,ZAF
3065,2018,3,49232,ZAF
3129,2018,4,36528,ZAF
3190,2018,5,41672,ZAF
3252,2018,6,46663,ZAF
3312,2018,7,47856,ZAF
3374,2018,8,47977,ZAF
3432,2018,9,49631,ZAF
3494,2018,10,51856,ZAF
3558,2018,11,47478,ZAF
3623,2018,12,40020,ZAF
3685,2019,1,42355,ZAF
3744,2019,2,43228,ZAF
3808,2019,3,47687,ZAF
3870,2019,4,36787,ZAF
3932,2019,5,40428,ZAF
3991,2019,6,45953,ZAF
4055,2019,7,46042,ZAF
4117,2019,8,45484,ZAF
4177,2019,9,49140,ZAF
4240,2019,10,51968,ZAF
4304,2019,11,44670,ZAF
4369,2019,12,41683,ZAF
4427,2020,1,39500,ZAF
4487,2020,2,42392,ZAF
4549,2020,3,32957,ZAF
4648,2020,4,542,ZAF
4681,2020,5,12648,ZAF
4736,2020,6,30944,ZAF
4797,2020,7,31455,ZAF
4859,2020,8,32519,ZAF
4920,2020,9,36505,ZAF
4983,2020,10,37894,ZAF
5043,2020,11,38401,ZAF
5110,2020,12,36595,ZAF
5170,2021,1,33605,ZAF
5229,2021,2,36175,ZAF
5290,2021,3,41963,ZAF
5349,2021,4,34538,ZAF
5409,2021,5,37131,ZAF
5469,2021,6,37036,ZAF
5527,2021,7,32231,ZAF
5582,2021,8,40288,ZAF
5640,2021,9,41865,ZAF
5697,2021,10,39516,ZAF
5752,2021,11,40137,ZAF
5813,2021,12,34608,ZAF
5865,2022,1,39668,ZAF
5922,2022,2,42092,ZAF
5981,2022,3,48171,ZAF
6041,2022,4,35422,ZAF
6099,2022,5,36779,ZAF
6156,2022,6,38744,ZAF
6211,2022,7,40868,ZAF
6269,2022,8,44689,ZAF
6326,2022,9,45493,ZAF
6383,2022,10,43934,ZAF
6439,2022,11,47349,ZAF
6497,2022,12,39845,ZAF
6552,2023,1,42262,ZAF
6607,2023,2,43130,ZAF
6664,2023,3,47542,ZAF
6720,2023,4,35515,ZAF
6774,2023,5,41102,ZAF
6829,2023,6,44538,ZAF
6883,2023,7,41558,ZAF
6937,2023,8,43502,ZAF
6991,2023,9,43880,ZAF
